100 4950
75 89 10
75 90 5
75 91 17
75 92 8
75 93 13
75 94 1
75 95 16
75 96 8
75 97 11
75 98 18
75 99 1
76 77 9
76 78 19
76 79 8
76 80 9
76 81 4
76 82 15
76 83 18
76 84 16
76 85 14
76 86 18
76 87 8
76 88 20
76 89 18
76 90 8
76 91 5
76 92 11
76 93 4
76 94 5
76 95 15
76 96 14
76 97 3
76 98 9
76 99 3
77 78 16
77 79 17
77 80 17
77 81 10
77 82 6
77 83 8
77 84 4
77 85 19
77 86 12
77 87 10
77 88 16
77 89 12
77 90 18
77 91 6
77 92 8
77 93 18
77 94 13
77 95 14
77 96 9
77 97 1
77 98 10
77 99 14
78 79 20
78 80 12
78 81 3
78 82 6
78 83 2
78 84 20
78 85 8
78 86 17
78 87 16
78 88 18
78 89 10
78 90 13
78 91 10
78 92 4
78 93 15
78 94 12
78 95 7
78 96 8
78 97 20
78 98 4
78 99 15
79 80 14
79 81 5
79 82 12
79 83 3
79 84 18
79 85 5
79 86 16
79 87 11
79 88 5
79 89 19
79 90 4
79 91 11
79 92 8
79 93 15
79 94 6
79 95 3
79 96 20
79 97 19
79 98 6
79 99 4
80 81 18
80 82 15
80 83 3
80 84 2
80 85 10
80 86 11
80 87 9
80 88 17
80 89 1
80 90 13
80 91 14
80 92 4
80 93 9
80 94 11
80 95 10
80 96 18
80 97 8
80 98 9
80 99 4
81 82 11
81 83 13
81 84 20
81 85 7
81 86 12
81 87 18
81 88 18
81 89 6
81 90 10
81 91 4
81 92 18
81 93 13
81 94 20
81 95 18
81 96 4
81 97 8
81 98 14
81 99 3
82 83 19
82 84 4
82 85 19
82 86 5
82 87 8
82 88 12
82 89 4
82 90 2
82 91 13
82 92 20
82 93 12
82 94 6
82 95 15
82 96 7
82 97 11
82 98 8
82 99 12
83 84 4
83 85 3
83 86 10
83 87 11
83 88 13
83 89 20
83 90 1
83 91 1
83 92 10
83 93 11
83 94 20
83 95 18
83 96 12
83 97 8
83 98 18
83 99 10
84 85 7
84 86 13
84 87 6
84 88 7
84 89 20
84 90 9
84 91 8
84 92 11
84 93 18
84 94 18
84 95 20
84 96 9
84 97 2
84 98 12
84 99 8
85 86 10
85 87 4
85 88 8
85 89 11
85 90 14
85 91 4
85 92 10
85 93 11
85 94 17
85 95 13
85 96 8
85 97 4
85 98 9
85 99 5
86 87 10
86 88 15
86 89 7
86 90 7
86 91 14
86 92 15
86 93 3
86 94 7
86 95 19
86 96 5
86 97 4
86 98 19
86 99 7
87 88 5
87 89 1
87 90 18
87 91 20
87 92 16
87 93 2
87 94 15
87 95 14
87 96 20
87 97 17
87 98 14
87 99 2
88 89 6
88 90 3
88 91 20
88 92 13
88 93 4
88 94 14
88 95 13
88 96 18
88 97 2
88 98 19
88 99 14
89 90 10
89 91 17
89 92 12
89 93 19
89 94 20
89 95 5
89 96 11
89 97 5
89 98 17
89 99 20
90 91 10
90 92 14
90 93 17
90 94 9
90 95 3
90 96 16
90 97 13
90 98 2
90 99 11
91 92 7
91 93 4
91 94 7
91 95 11
91 96 14
91 97 6
91 98 5
91 99 14
92 93 4
92 94 1
92 95 19
92 96 11
92 97 8
92 98 7
92 99 3
93 94 10
93 95 19
93 96 17
93 97 19
93 98 4
93 99 4
94 95 3
94 96 20
94 97 6
94 98 13
94 99 9
95 96 10
95 97 13
95 98 20
95 99 18
96 97 16
96 98 1
96 99 14
97 98 2
97 99 6
98 99 12
